source_file,line,question,kg,representation,prompt_type,temperature_label,num_bridges,expected,got,exact_match,partial_match,complete_mismatch,precision_retrieval_rate,incorrect_fdr_rate,recall_hit_rate,miss_rate,f1_score
kgmulsel_temp0_nen_axiom_ttl.jsonl,360,"Which media resources and publications are associated with the same topic, author name, publication type, or field of study?","core_scholar_rich, currkg",nen,cot,temp0.0,2,"core_scholar_rich, currkg","core_scholar_rich, currkg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,361,"What people are associated with learning media, scholarly publications, and cruises or expeditions?","core_scholar_rich, currkg, gmo",ttl,cot,temp0.0,3,"core_scholar_rich, currkg, gmo","core_scholar_rich, currkg, gmo",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,362,What hazard types are recorded for places associated with enslaved individuals?,"enslaved, kwg",ttl,cot,temp0.0,2,"enslaved, kwg","enslaved, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,363,What scholarly publications are associated with topics about cruises in hazard-affected regions?,"core_scholar_rich, gmo, kwg",nen,cot,temp0.0,3,"core_scholar_rich, gmo, kwg","core_scholar_rich, gmo, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,364,"For each hazard-affected region, which cruises, vessels, sponsoring organizations, and physical samples are recorded?","gmo, kwg",ttl,cot,temp0.0,2,"gmo, kwg","gmo, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,365,"What people or organizations connected to cruises also appear in publications about hazards, climate, or geographical places?","core_scholar_rich, gmo, kwg",ttl,0_shot,temp0.0,3,"core_scholar_rich, gmo, kwg","core_scholar_rich, gmo",0,1,0,1.0,0.0,0.6667,0.3333,0.8
kgmulsel_temp0_nen_axiom_ttl.jsonl,366,"Which cruises involved people or organizations that also appear in scholarly publications by publication type, field of study, or date?","core_scholar_rich, gmo",nen,0_shot,temp0.0,2,"core_scholar_rich, gmo","core_scholar_rich, gmo",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,367,Which scholarly fields of study are represented by publications from people who participated in cruises that collected samples or produced datasets?,"core_scholar_rich, gmo",nen,0_shot,temp0.0,2,"core_scholar_rich, gmo","core_scholar_rich, gmo",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,368,"Which curriculum paths connect learner personas to media resources and scholarly publications about hazard events, including authors, fields of study, places, temporal intervals, impact observations, damage details, and health or demographic attributes?","core_scholar_rich, currkg, kwg",axiom,0_shot,temp0.0,3,"core_scholar_rich, currkg, kwg","currkg, kwg",0,1,0,1.0,0.0,0.6667,0.3333,0.8
kgmulsel_temp0_nen_axiom_ttl.jsonl,369,What learning media resources and scholarly publications share the same or related topics?,"core_scholar_rich, currkg",axiom,cot,temp0.0,2,"core_scholar_rich, currkg","core_scholar_rich, currkg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,370,"Which scholarly publications are associated with people, organizations, or fields of study connected to cruises that occurred in places and time periods affected by hazards?","core_scholar_rich, gmo, kwg",ttl,0_shot,temp0.0,3,"core_scholar_rich, gmo, kwg","core_scholar_rich, gmo, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,371,"Which geographical places associated with enslaved individuals also experienced hazards during overlapping time periods, and what were the hazard types and recorded enslaved populations?","enslaved, kwg",nen,cot,temp0.0,2,"enslaved, kwg","enslaved, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,372,"Which authors, advisors, departments, or universities are linked to publications about places and periods represented in enslaved-person records?","core_scholar_rich, enslaved",ttl,0_shot,temp0.0,2,"core_scholar_rich, enslaved","core_scholar_rich, enslaved",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,373,"What learning topics correspond to cruise types, vessels, platforms, organizations, or physical samples?","currkg, gmo",nen,cot,temp0.0,2,"currkg, gmo","currkg, gmo",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,374,Which publications are associated with authors or contributors who also participated in cruises or expeditions?,"core_scholar_rich, gmo",ttl,cot,temp0.0,2,"core_scholar_rich, gmo","core_scholar_rich, gmo",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,375,Which enslaved-person locations have both demographic details and hazard damage details within matching temporal ranges?,"enslaved, kwg",nen,cot,temp0.0,2,"enslaved, kwg","enslaved, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,376,"Which media resources and publications are associated with the same topic, author name, publication type, or field of study?","core_scholar_rich, currkg",axiom,0_shot,temp0.0,2,"core_scholar_rich, currkg","core_scholar_rich, currkg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,377,What authors or departments are associated with publications about places connected to enslaved-person records?,"core_scholar_rich, enslaved",axiom,0_shot,temp0.0,2,"core_scholar_rich, enslaved","core_scholar_rich, enslaved",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,378,"Which scholarly publications are associated with people, organizations, or fields of study connected to cruises that occurred in places and time periods affected by hazards?","core_scholar_rich, gmo, kwg",ttl,cot,temp0.0,3,"core_scholar_rich, gmo, kwg","core_scholar_rich, gmo, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,379,"What people or organizations connected to cruises also appear in publications about hazards, climate, or geographical places?","core_scholar_rich, gmo, kwg",axiom,0_shot,temp0.0,3,"core_scholar_rich, gmo, kwg","core_scholar_rich, gmo",0,1,0,1.0,0.0,0.6667,0.3333,0.8
kgmulsel_temp0_nen_axiom_ttl.jsonl,380,"Which learning paths include modules about hazards that have temporal, damage, impact, or climate details in the KG?","currkg, kwg",nen,cot,temp0.0,2,"currkg, kwg","currkg, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,381,Which learning paths include modules whose topics match fields of study with publications from universities in specific cities or states?,"core_scholar_rich, currkg",axiom,0_shot,temp0.0,2,"core_scholar_rich, currkg","core_scholar_rich, currkg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,382,"Which learning paths recommend media resources authored by people who also submitted scholarly publications in matching fields of study, including department, university, and publication-type details?","core_scholar_rich, currkg",nen,cot,temp0.0,2,"core_scholar_rich, currkg","core_scholar_rich, currkg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,383,Which publications involve authors or departments connected to cruises that occurred in places with recorded hazard events?,"core_scholar_rich, gmo, kwg",nen,cot,temp0.0,3,"core_scholar_rich, gmo, kwg","core_scholar_rich, gmo, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,384,"Which cruises or expeditions collected samples in places with climate, flood, storm, fire, or earthquake attributes?","gmo, kwg",ttl,0_shot,temp0.0,2,"gmo, kwg","gmo, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,385,What curriculum topics correspond to fields of study represented in scholarly publications?,"core_scholar_rich, currkg",nen,cot,temp0.0,2,"core_scholar_rich, currkg","core_scholar_rich, currkg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,386,"What people or organizations connected to cruises also appear in publications about hazards, climate, or geographical places?","core_scholar_rich, gmo, kwg",ttl,cot,temp0.0,3,"core_scholar_rich, gmo, kwg","core_scholar_rich, gmo",0,1,0,1.0,0.0,0.6667,0.3333,0.8
kgmulsel_temp0_nen_axiom_ttl.jsonl,387,"For each hazard-affected region, which cruises, vessels, sponsoring organizations, and physical samples are recorded?","gmo, kwg",nen,cot,temp0.0,2,"gmo, kwg","gmo, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,388,"Which personas, learning paths, media resources, topics, publications, authors, departments, enslaved individuals, locations, events, occupations, and relationships are connected?","core_scholar_rich, currkg, enslaved",nen,0_shot,temp0.0,3,"core_scholar_rich, currkg, enslaved","core_scholar_rich, currkg, enslaved",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,389,Which learning modules cover topics that also appear in publications submitted by authors from specific departments?,"core_scholar_rich, currkg",nen,0_shot,temp0.0,2,"core_scholar_rich, currkg","core_scholar_rich, currkg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,390,"Which learning paths include modules about hazards that have temporal, damage, impact, or climate details in the KG?","currkg, kwg",axiom,cot,temp0.0,2,"currkg, kwg","currkg, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,391,"Which curriculum paths connect learner personas to media resources and scholarly publications about hazard events, including authors, fields of study, places, temporal intervals, impact observations, damage details, and health or demographic attributes?","core_scholar_rich, currkg, kwg",nen,cot,temp0.0,3,"core_scholar_rich, currkg, kwg","core_scholar_rich, currkg, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,392,Which modules or media resources cover topics corresponding to hazard events recorded for specific geographical places?,"currkg, kwg",nen,0_shot,temp0.0,2,"currkg, kwg","currkg, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,393,"Which publication networks, institutional affiliations, cruise roles, vessels, funding organizations, datasets, physical samples, hazard geometries, temporal scopes, and damage or climate observations are connected for hazard-affected marine regions?","core_scholar_rich, gmo, kwg",axiom,cot,temp0.0,3,"core_scholar_rich, gmo, kwg","core_scholar_rich, gmo, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,394,"For each region, how do cruise trajectories, sample locations, hazard geometries, and hazard temporal scopes overlap?","gmo, kwg",axiom,cot,temp0.0,2,"gmo, kwg","gmo, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,395,"For each hazard-affected region, which cruises, vessels, sponsoring organizations, and physical samples are recorded?","gmo, kwg",ttl,0_shot,temp0.0,2,"gmo, kwg","gmo, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,396,"Which curriculum modules and scholarly publications cover hazard topics with temporal, damage, impact, or climate details?","core_scholar_rich, currkg, kwg",ttl,0_shot,temp0.0,3,"core_scholar_rich, currkg, kwg","currkg, kwg",0,1,0,1.0,0.0,0.6667,0.3333,0.8
kgmulsel_temp0_nen_axiom_ttl.jsonl,397,Which publications involve authors or departments connected to cruises that occurred in places with recorded hazard events?,"core_scholar_rich, gmo, kwg",axiom,0_shot,temp0.0,3,"core_scholar_rich, gmo, kwg","core_scholar_rich, gmo, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,398,Which learning paths include modules about topics represented in publications by people or organizations involved in cruises?,"core_scholar_rich, currkg, gmo",nen,cot,temp0.0,3,"core_scholar_rich, currkg, gmo","core_scholar_rich, currkg, gmo",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,399,What hazard types are recorded for places associated with enslaved individuals?,"enslaved, kwg",nen,0_shot,temp0.0,2,"enslaved, kwg",no_kg,0,0,1,0.0,0.0,0.0,1.0,0.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,400,Which personas are associated with learning paths that include media resources about hazard types affecting geographical places?,"currkg, kwg",ttl,cot,temp0.0,2,"currkg, kwg","currkg, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,401,Which universities or departments publish work about locations that have both enslaved-population records and hazard details?,"core_scholar_rich, enslaved, kwg",axiom,0_shot,temp0.0,3,"core_scholar_rich, enslaved, kwg","core_scholar_rich, enslaved, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,402,Which learning paths include modules about topics that also appear in publications and hazard-event records?,"core_scholar_rich, currkg, kwg",nen,0_shot,temp0.0,3,"core_scholar_rich, currkg, kwg","currkg, kwg",0,1,0,1.0,0.0,0.6667,0.3333,0.8
kgmulsel_temp0_nen_axiom_ttl.jsonl,403,"What organizations involved in cruises are also associated with universities, departments, or publications?","core_scholar_rich, gmo",axiom,cot,temp0.0,2,"core_scholar_rich, gmo","core_scholar_rich, gmo",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,404,"What curriculum topics correspond to fields of study about hazards, climate, health, demographics, or geographical places?","core_scholar_rich, currkg, kwg",axiom,0_shot,temp0.0,3,"core_scholar_rich, currkg, kwg",currkg,0,1,0,1.0,0.0,0.3333,0.6667,0.5
kgmulsel_temp0_nen_axiom_ttl.jsonl,405,Which authors of media resources or publications are associated with hazard-related topics linked to geographical places?,"core_scholar_rich, currkg, kwg",ttl,0_shot,temp0.0,3,"core_scholar_rich, currkg, kwg",core_scholar_rich,0,1,0,1.0,0.0,0.3333,0.6667,0.5
kgmulsel_temp0_nen_axiom_ttl.jsonl,406,"Which authors, departments, or universities are connected to publications and media resources about topics represented in enslaved-person records?","core_scholar_rich, currkg, enslaved",nen,cot,temp0.0,3,"core_scholar_rich, currkg, enslaved","core_scholar_rich, currkg, enslaved",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,407,"Which departments or universities are linked to people, organizations, or fields of study connected to oceanographic cruises?","core_scholar_rich, gmo",ttl,cot,temp0.0,2,"core_scholar_rich, gmo","core_scholar_rich, gmo",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,408,"Which publication networks, institutional affiliations, cruise roles, vessels, funding organizations, datasets, physical samples, hazard geometries, temporal scopes, and damage or climate observations are connected for hazard-affected marine regions?","core_scholar_rich, gmo, kwg",ttl,cot,temp0.0,3,"core_scholar_rich, gmo, kwg","core_scholar_rich, gmo, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,409,"Which places and time periods link enslaved individuals, recorded owners or events, hazard types, and hazard impact details?","enslaved, kwg",axiom,cot,temp0.0,2,"enslaved, kwg","enslaved, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,410,"Which authors, departments, or universities are connected to publications and media resources about topics represented in enslaved-person records?","core_scholar_rich, currkg, enslaved",axiom,cot,temp0.0,3,"core_scholar_rich, currkg, enslaved","core_scholar_rich, currkg, enslaved",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,411,"Which authors, departments, universities, cruise participants, vessels, organizations, samples, hazard events, places, and time periods are connected through marine research in hazard-affected regions?","core_scholar_rich, gmo, kwg",nen,0_shot,temp0.0,3,"core_scholar_rich, gmo, kwg","gmo, kwg",0,1,0,1.0,0.0,0.6667,0.3333,0.8
kgmulsel_temp0_nen_axiom_ttl.jsonl,412,"What research topics or fields of study correspond to cruises, samples, datasets, or expeditions?","core_scholar_rich, gmo",ttl,cot,temp0.0,2,"core_scholar_rich, gmo","core_scholar_rich, gmo",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,413,What learning media resources cover topics related to hazards?,"currkg, kwg",ttl,0_shot,temp0.0,2,"currkg, kwg",currkg,0,1,0,1.0,0.0,0.5,0.5,0.6667
kgmulsel_temp0_nen_axiom_ttl.jsonl,414,"Which scholarly publications and curriculum resources cover topics associated with cruises conducted by specific vessels, sponsored by specific organizations, or linked to specific datasets and samples?","core_scholar_rich, currkg, gmo",nen,0_shot,temp0.0,3,"core_scholar_rich, currkg, gmo","currkg, gmo",0,1,0,1.0,0.0,0.6667,0.3333,0.8
kgmulsel_temp0_nen_axiom_ttl.jsonl,415,What publications and learning modules are associated with hazard types represented in the KG?,"core_scholar_rich, currkg, kwg",axiom,0_shot,temp0.0,3,"core_scholar_rich, currkg, kwg","currkg, kwg",0,1,0,1.0,0.0,0.6667,0.3333,0.8
kgmulsel_temp0_nen_axiom_ttl.jsonl,416,"Which curriculum topics are supported by both learning resources and scholarly publications, and how do authors, contributors, departments, and publication dates relate to those topics?","core_scholar_rich, currkg",axiom,0_shot,temp0.0,2,"core_scholar_rich, currkg","core_scholar_rich, currkg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,417,Which authors of media resources or publications are associated with hazard-related topics linked to geographical places?,"core_scholar_rich, currkg, kwg",nen,cot,temp0.0,3,"core_scholar_rich, currkg, kwg","currkg, kwg",0,1,0,1.0,0.0,0.6667,0.3333,0.8
kgmulsel_temp0_nen_axiom_ttl.jsonl,418,What curriculum topics correspond to fields of study represented by oceanographic cruises or datasets?,"core_scholar_rich, currkg, gmo",ttl,0_shot,temp0.0,3,"core_scholar_rich, currkg, gmo","core_scholar_rich, currkg, gmo",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,419,What authors or departments are associated with publications about places connected to enslaved-person records?,"core_scholar_rich, enslaved",nen,0_shot,temp0.0,2,"core_scholar_rich, enslaved","enslaved, gmo",0,1,0,0.5,0.5,0.5,0.5,0.5
kgmulsel_temp0_nen_axiom_ttl.jsonl,420,"Which media resources and publications are associated with the same topic, author name, publication type, or field of study?","core_scholar_rich, currkg",axiom,cot,temp0.0,2,"core_scholar_rich, currkg","core_scholar_rich, currkg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,421,"What fields of study correspond to cruises, samples, datasets, and hazard-affected places?","core_scholar_rich, gmo, kwg",axiom,cot,temp0.0,3,"core_scholar_rich, gmo, kwg","core_scholar_rich, gmo, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,422,Which personas are associated with learning paths that include media resources about hazard types affecting geographical places?,"currkg, kwg",axiom,cot,temp0.0,2,"currkg, kwg","currkg, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,423,"Which curriculum modules reference media resources about hazard types that also have damage observations, impact observations, climate attributes, or demographic attributes for affected places?","currkg, kwg",ttl,cot,temp0.0,2,"currkg, kwg","currkg, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,424,"Which scholarly publications and curriculum resources cover historical topics that align with enslaved-person records by demographic category, event type, participant role, place, and period?","core_scholar_rich, currkg, enslaved",nen,0_shot,temp0.0,3,"core_scholar_rich, currkg, enslaved","currkg, enslaved",0,1,0,1.0,0.0,0.6667,0.3333,0.8
kgmulsel_temp0_nen_axiom_ttl.jsonl,425,Which learning paths include modules about topics represented in publications by people or organizations involved in cruises?,"core_scholar_rich, currkg, gmo",ttl,cot,temp0.0,3,"core_scholar_rich, currkg, gmo","core_scholar_rich, currkg, gmo",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,426,Which learning media resources explain topics associated with cruises conducted by specific vessels or sponsored by specific organizations?,"currkg, gmo",axiom,0_shot,temp0.0,2,"currkg, gmo",gmo,0,1,0,1.0,0.0,0.5,0.5,0.6667
kgmulsel_temp0_nen_axiom_ttl.jsonl,427,"Which publications are associated with fields of study that match enslaved-person demographic, location, occupation, or event records?","core_scholar_rich, enslaved",nen,cot,temp0.0,2,"core_scholar_rich, enslaved","core_scholar_rich, enslaved",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,428,"Which authors, departments, universities, publications, enslaved individuals, historical events, places, hazard events, and temporal scopes are connected through shared historical geography?","core_scholar_rich, enslaved, kwg",nen,0_shot,temp0.0,3,"core_scholar_rich, enslaved, kwg",no_kg,0,0,1,0.0,0.0,0.0,1.0,0.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,429,Which publications are associated with authors or contributors who also participated in cruises or expeditions?,"core_scholar_rich, gmo",axiom,0_shot,temp0.0,2,"core_scholar_rich, gmo","core_scholar_rich, gmo",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,430,"Which learning paths recommend media resources authored by people who also submitted scholarly publications in matching fields of study, including department, university, and publication-type details?","core_scholar_rich, currkg",ttl,0_shot,temp0.0,2,"core_scholar_rich, currkg","core_scholar_rich, currkg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,431,"What curriculum topics correspond to fields of study about enslaved-person records, historical events, locations, or occupations?","core_scholar_rich, currkg, enslaved",axiom,cot,temp0.0,3,"core_scholar_rich, currkg, enslaved","core_scholar_rich, currkg, enslaved",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,432,What curriculum modules reference media resources about oceanographic cruises or sampling?,"currkg, gmo",axiom,0_shot,temp0.0,2,"currkg, gmo","currkg, gmo",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,433,"Which authors, departments, universities, publications, enslaved individuals, historical events, places, hazard events, and temporal scopes are connected through shared historical geography?","core_scholar_rich, enslaved, kwg",axiom,0_shot,temp0.0,3,"core_scholar_rich, enslaved, kwg","core_scholar_rich, enslaved, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,434,What scholarly publications are associated with places where enslaved individuals and hazard events are both recorded?,"core_scholar_rich, enslaved, kwg",axiom,0_shot,temp0.0,3,"core_scholar_rich, enslaved, kwg","enslaved, kwg",0,1,0,1.0,0.0,0.6667,0.3333,0.8
kgmulsel_temp0_nen_axiom_ttl.jsonl,435,What learning media resources cover topics related to enslaved individuals or historical slavery?,"currkg, enslaved",nen,cot,temp0.0,2,"currkg, enslaved","currkg, enslaved",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,436,What learning media resources cover topics related to hazards?,"currkg, kwg",ttl,cot,temp0.0,2,"currkg, kwg",currkg,0,1,0,1.0,0.0,0.5,0.5,0.6667
kgmulsel_temp0_nen_axiom_ttl.jsonl,437,"Which learning resources and scholarly publications cover hazard types that have real event records, affected places, climate observations, damage details, or demographic attributes?","core_scholar_rich, currkg, kwg",ttl,0_shot,temp0.0,3,"core_scholar_rich, currkg, kwg","currkg, kwg",0,1,0,1.0,0.0,0.6667,0.3333,0.8
kgmulsel_temp0_nen_axiom_ttl.jsonl,438,"For each shared place, how do enslaved population records by gender, ethnicity, or age align with hazard events and damage observations over time?","enslaved, kwg",axiom,cot,temp0.0,2,"enslaved, kwg","enslaved, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,439,"What curriculum topics correspond to fields of study about enslaved-person records, historical events, locations, or occupations?","core_scholar_rich, currkg, enslaved",nen,0_shot,temp0.0,3,"core_scholar_rich, currkg, enslaved","currkg, enslaved",0,1,0,1.0,0.0,0.6667,0.3333,0.8
kgmulsel_temp0_nen_axiom_ttl.jsonl,440,Which publications discuss fields of study related to places or periods where enslaved-person records overlap with hazard events?,"core_scholar_rich, enslaved, kwg",ttl,cot,temp0.0,3,"core_scholar_rich, enslaved, kwg","core_scholar_rich, enslaved, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,441,What authors are associated with both learning media resources and scholarly publications?,"core_scholar_rich, currkg",nen,0_shot,temp0.0,2,"core_scholar_rich, currkg","core_scholar_rich, currkg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,442,"Which publications, cruises, vessels, organizations, and hazard events share overlapping places, regions, or time periods?","core_scholar_rich, gmo, kwg",ttl,cot,temp0.0,3,"core_scholar_rich, gmo, kwg","core_scholar_rich, gmo, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,443,"Which authors, advisors, departments, or universities are linked to publications about places and periods represented in enslaved-person records?","core_scholar_rich, enslaved",nen,0_shot,temp0.0,2,"core_scholar_rich, enslaved","core_scholar_rich, enslaved",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,444,"Which learning paths teach hazard-related topics in an order that can be linked to real hazard events, affected places, temporal intervals, damage details, health concerns, and demographic attributes?","currkg, kwg",axiom,cot,temp0.0,2,"currkg, kwg","currkg, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,445,"Which personas, learning paths, modules, media resources, topics, authors, publications, departments, hazard events, places, and temporal scopes are connected through hazard-related subject matter?","core_scholar_rich, currkg, kwg",ttl,0_shot,temp0.0,3,"core_scholar_rich, currkg, kwg","core_scholar_rich, currkg, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,446,"Which learning modules reference media resources about topics connected to enslaved-person locations, ages, genders, occupations, relationships, or historical periods?","currkg, enslaved",nen,0_shot,temp0.0,2,"currkg, enslaved","currkg, enslaved",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,447,"Which learning media resources reference topics, datasets, cruises, vessels, or samples represented in oceanographic cruise knowledge graphs?","currkg, gmo",nen,cot,temp0.0,2,"currkg, gmo","currkg, gmo",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,448,"What publication fields of study are related to enslaved individuals, historical events, occupations, or family relationships?","core_scholar_rich, enslaved",nen,0_shot,temp0.0,2,"core_scholar_rich, enslaved","core_scholar_rich, enslaved",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,449,What cruises or expeditions occurred in places that also have recorded hazard events?,"gmo, kwg",axiom,0_shot,temp0.0,2,"gmo, kwg","gmo, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,450,Which scholarly publications study places or periods where enslaved individuals are recorded and where hazard events also occurred?,"core_scholar_rich, enslaved, kwg",ttl,cot,temp0.0,3,"core_scholar_rich, enslaved, kwg","core_scholar_rich, enslaved, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,451,"Which curriculum modules or media resources teach hazard-related topics that are also represented in scholarly publications, and what real hazard events or places support those topics?","core_scholar_rich, currkg, kwg",axiom,cot,temp0.0,3,"core_scholar_rich, currkg, kwg","core_scholar_rich, currkg, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
